label,title,text
1,Electric Fence Tester,I HAVE THREE OF THE DARE TESTERS THAT I KEEP AT SEPARATE LOCATIONS. ALL WORK FLAWLESSLY. BOUGHT THE FIRST ONE MORE THAN 20 YEARS AGO.
1,A Definite Must Read!,I just bought this book yesterday and if I didn't have a young child I would have kept reading it until I couldn't read no more. It is so hard to put down. What a way of looking at what comes after death. Remarkable!
0,........,"Well I'm not sure where to start so I'm going to cut to the chase. The singer can't sing. The drummer is ok. Guitar riffs are so-so. The lyrics aren't very good either. There false stop is overused. Happens in every song from what I remember. I only listened to this once or twice. I Only Want You is the only good song on this cd. I felt that on most of this album the band was going for catchy driving riffs but since they aren't very good, I heard gargled guitars with the same drum beat. Avoid this please. If you want catchy rythms with great lyrics, try Hot Water Music."
1,A must-read for anyone having anything to do with children!,"This book is not just for parents. It should also be read by teachers, principals, school administrators, counselors, Sunday school teachers , and grandparents - anyone who spends time with our children. They are our future and it is important to the future of our children that we use and teach the ""Forward Focus"" and ""Positive Messaging"" techniques prescribed in this book. Our children, ourselves, and our society can only benefit from it and becuase of it we may someday live in a world full of positivity and possibility."
0,Not true signs,I bought this for my daughter hoping to give her books with her first language in it (ASL). I was very disappointed with this book. The signs are not any where near to what ASL signs are. It's an insult I think to call it baby sign when it isn't even signing.
0,Not very useful information,"I purchased ""The Wonder of Probiotics"" at the same time as this book. The Wonder of Probiotics contains plain and simple valuable information on how to use probiotics to improve your health. I found this book very boring and not containing useful information on how to incorporate probiotics into your life. Don't waste your money."
1,An awesome drummer = Ron Wilson,I have had the pleasure of witnessing this first hand since I am Ron Wilson's daughter. Thanks for the excellent reviews. If you want to hear some of the best drumming in the world... get this cd!
1,Toxic Bass,"This is a classic of the bass genre by DJ Billy E. A must have for anyone into bass music, house, or hot mix."
0,Not durable,"I really like the regular Fantom vacuums so I decided to buy this handheld to see if worked any better than my Dirtdevil. It actually worked better but it broke after 4 months. Completely dead. I called Fantom and asked what the return policy is and it was only good for 90 days. Therefore, I'm still using my Dirtdevil."
1,Absolutely great,"This book has something for everyone -- for people in crisis, it offers warmth and guidance and understanding. For the average reader, it suggests ways to help our friends who are grieving or worrying or struggling, and words of wisdom to inspire us. For searchers who struggle with their faith, this book is a blessing. It is so clearly written, so gently spiritual, that it provides comfort to the mind.Not only is this a wonderful book about faith and values, but it is also a wonderful book about leadership, written by an excellent role model. I read it fast, then slowed down and read it again. Now I open it in the mornings whenever I want a little spirituality.Living Faith is restful and exciting. I strongly recommend you buy it."
1,Cats Love It!,"All four cats LOVE these springs. This is a great toy for the cats to play with by themselves. They just love seeing them roll on the floor. All of our cats love to ""launch"" these into the air and then run full speed to catch them."
0,not good,"sorry, but I think is not good the envelope because the glue not seal well, I have to get another box with another system to close the envelope, may be the box you send me, whith the envelopes Quality Park # 10, Rediseal was too old and the glue in bad conditions to seal"
1,Absolutely AWESOME!...,"We were wary at first because so many reviews for all portable DVD players talk about skipping and needing to return the product. We're glad we found a winner. ... it has been worth every penny! Every month we've been commuting up and down California with a 1 and 3 year old in the backseat. Anyone who has a small child would appreciate knowing a 3 year old can be occupied well for 9 hours in a SUV. It's simple enough for my son to work the ""mouse"" to select his movies and play his Blues Clues and Thomas the Tank Engine games. The sound quality is great and the battery life is really long compared to others too (5+ vs 3 hours)."
0,Gave up on this book,"I really tried, but at one-third through I quit. I hated the characters. There wasn't a sympathetic one in the bunch. Plus, nothing happened. I have no idea who the hostile witness turned out to be because at one-third of the way into the book there was still no legal thriller. In fact, there was no legal or thriller. Nothing had happened. Shallow nasty characters and no plot. Don't know if it got better. Don't care. I must not have read the same book as all those who gave it 5 stars. I'm sticking with one star."
0,Flimsy,"While this product is a perfect size for storing a cake, it is not good quality. The base of the cake keeper began cracking after only a few uses. The crack quickly grew larger, and I had to throw it out. Don't waste your money."
0,Thirty Years Too Late,"This forgettable modern tale of a woman who wanders away from home looking for ""she doesn't know what"" and ending with her rather laughable attempt to bond with the earth by lying on it, uncomfortably, overnight, would have seemed more relevant and maybe even more believable, 30 years ago. The heroine is much too gentle and satisfied a character to be seeking her ""enlightenment."""
0,Not in love with these.,"I ordered these a couple of months ago, but my patio is finally installed so I just put them out last week. In two of the lamps, the batteries will not hold a charge at all. In the rest of them, so far they are only holding about a three hour charge after dark. I suspect that the batteries that are used in these are not the best. I may buy some new nicd batteries and test to see if they work better. I suspect that buying new batteries for all of the lamps may cost more than the lamps. The lamps themselves are very attractive when they are not in the dark."
1,Italy Metal Gods,These guys are awsome the talent that come's from this band is pretty well out mached in the genre.
0,Disappointed,"After using Taxcut Deluxe software for 4 years, I was disappointed with the current 2004 version. The software showed an Error message for the Charitable Worksheet, simply because you are expected to wait until February to download an update! It must be corrected before filing. So, I did more research and ended using TurboTax online free e-filing for my federal return and I paid the $19.95 fee to e-file my state return; which is the method I plan to use next year. No more Taxcut software expense for me."
1,great coloring book and story!,"My daughter,Rachel,loves this book, and it is even more special because it is by her great-Uncle Bill!"
0,NOT SO GOOD,"Too predictable -- just think as a screenwriter composing a product for pre-pubescent teenagers who groove an geeky hi-tech explanations but haven't a clue about plot development and you'll understand how flawed this otherwise good film really is.The first indication is Sam's initial missed opportunity to off Leo the Touch -- had he been done in, the script would have had the chance to become a great caper, but, alas..."
1,"SUPERB!!!!!!! MORE POWER TO ASIAN TALENT ""FEVER""","ONCE AGAIN LEAH SALONGA PROVES THAt she can join the ranks of the BROADWAYS DAME.!!!!NOT ONLY HER VOICE IS CLEAR AND ""CAN GET THE HIGHEST MUSICAL NOTE WITH EASE AND CONFIDENCE BUT ALSO HER ACTING AND STAGE PRESENCE IS AWESOME!!!! I ALSO LOVE THE GROUP AND DANCE NUMBER"" WITH THEIR COLORFUL ""CHINESE MOTIFF' NOT TO MENTION THE DUET WITH HER LEADING MAN ""MT iLLANA"" MORE POWER TO YOU LEAH!!!! ARE YOU STILL PURSUINGTELEVION ACTING?? ......BELATED CONGRATULATIONS ON YOUR WEDDING WITH MR ??????..........."
1,"Delicious - and no dented cans, as per other reviews","There seemed to be a lot of reviews regarding dented cans, but my order was perfect....all in excellent condition and products with an expiration date of 10/2013.Superb!"
0,in good shape? don't bother.,"I really enjoy yoga and am in quite good shape and I was extremely disappointed in this video. It had no effect on my abs. I felt no burn. I could have done this while asleep. Bottom line: if you can see your feet, don't bother with this tape."
0,Doesn't work with kitchen faucet,I live in an apartment and was hoping to use this to water my indoor plants and small kitchen garden while on holiday but the timer doesn't fit the kitchen faucet. I can't figure out how to get it working :( I guess I need a connector of some sort and might change the rating once I get it working but I was really disappointed.
1,True to the Original Nintendo Spirit!,"This game is GREAT! It reminds me of Super Mario 3 -- I loved that game when it first came out! This DS game is highly similar in the way the levels are set up, but there are a few more options (e.g. you can bounce off walls, new characters, etc.).I think one of the reasons I love this game so much is because it's been years since I played Super Mario 3, and this DS version really reminds me of that -- I'm an adult, and I'm really enjoying this."
0,To short for 200W,To short for the 200W otherwise it makes a great storage case. Should have been told this.
1,Lauryn Hill is the undisputed Queen of Hip-Hop!!!,Lauryn sings with a maturity and depth that belie her years. Her rhythms and lyrics connect instantly with both the young and old. She has deeply touched the lives of young women struggling to find their voice and self-esteem. Her music is fun and provocative. Go Lauryn!
0,"Real life is, apparently, a formulaic Hollywood movie",Everyone is great. People are great. And predictable. What a beautiful predictable Real-Life story. This is NOT a story adapted and over-sentimentalized by a Hollywood hack. Wonderful.
0,Won't survive the long haul,"I bought this coffee maker mostly because of the timer feature. I have to say that worked just fine. While the coffee maker worked, we really had no complaints. We brew one pot of coffee every morning. However, one night while setting the timer, my husband forgot to dump the leftover coffee out from the previous morning so he got up to an overflowing pot. We only had the coffee maker for about a month and after the overflow it will not work at all. I know this is our fault, but I do expect a coffee maker to be more durable than that. Just be aware that if you (or your spouse) is the forgetful type, you might want to consider a different coffee maker because this one will not stand up to your memory lapses."
0,Flimsy construction and can be opened in < 2 seconds,"I purchased one of these units some time ago. After about 4 weeks the electric servo mechanism that opens the internal latch failed to operate, leaving the latch stuck in the closed position and preventing me from using even the key override. Permanently stuck in a closed and locked state. I had to pry the safe door open with screwdriver to recover my firearm (a process that took, amazingly, 45 seconds with a common screwdriver - very soft steel).Also, these safes (at least the model I had) can be opened in under 2 seconds without a key or combo. Make sure you mount them securely so they don't fall and like, hit the ground or anything..."
0,Stick with Crayola,"I bought these for my almost-2 year old son, as we take crayons and a drawing pad with us whenever we go to restaurants. I have soem crayola crayons, which are great, but the cardboard box they come in gets ripped easily, and then the crayons start getting lost. I bought these because they come in a travel case, which I thought would help with the lost crayons issue.Pros would be: good color selection, nice and chunky for small hands.Cons vastly outweigh the pros, and are that the colours are very weak, some barely show up on paper at all (orange, light blue for example) and the so-called ""travel case"" is made of the flimsiest plastic imaginable, more like the stuff that cheap blister packs are made of. I don't expect the ""travel case"" will last any longer than the crayola cardboard.This was a waste of money, and I would recommend buying Crayola crayons, and putting them in a sturdy tin case instead."
1,Just plain cute +8,"As I was channel-surfing one day, I happened upon a channel that had several little kids all sitting around a table being fed by the Mommy. I was curious what this was and besides, these kids were so cute, I just had to check it out. Come to find out, this would become one of my favorite programs on 'TLC'. ""Jon and Kate Plus 8"" is a straight-forward, stress-relieving, entertaining show, with six of the cutest kids on TV, and with a pair of older twin sisters that are having their own growing pains. I am hoping this show will continue for years to come. If you love little kids, you will like this video."
1,Great way to view past seasons,My wife and I enjoyed catching up on this amazing show. It was easy to connect and pleasant to watch.
1,Delightful story that shares something in common with us all,A pleasant read that pokes fun of all those fatherly qualities we can all find in our own dads.I will definitely have this around for my father when I get married!!!
1,Super God Glorifying Music,I found this video to be encouraging and edifying. The words and music are such that I want them part of my worship experience weekly. They deal with the sovereignty of God and the need of man scripturely. What a glorious experience!
1,"Man O man, they sure have surprised me!","First of all I'd like to point out that the album is a GREAT one, Flickerstick can ROCK! I got to know the band on VH1's ""Bands on the run"" and i wasn't that taken with them or their songs (except for ""smile"", which i loved from the begining) but after listening to their album dubbed ""Welcoming Home The Astronauts"" I became aware of how talented the members really are and understood why they won VH1's little survivor game for bands.I recommend you people take the time and listen to this fantastic album, enjoy!"
0,COMPLETE WASTE OF TIME AND MONEY,"where do i begin? it's boring, the dialogue is lame, the voice overs are beyond the normal cheesiness of a film like this, the plot circles around without ever going anywhere, and the ""martial arts"" are merely cheap theatrics. the only thing about this movie that could possibly make it even halfway decent are the zombies, but they're not quite enough to make this peice of crap redeemable.actually, the most entertaining parts of this movie are those where the main female character (a weak whining idiot) gets knocked over the head by the male characters"
1,Great Deal!,"Product works just wonderfully, I feel like this was well worth the price. 50 sheets of sea weed will last me for quite a long time, even though I have sushi almost once a week."
0,horrrible,"i dont think that these bands could have done a worse job covering these songs. It is the worst thing i have ever heard, I am not saying that they are not talented bands but this is a horrible cd."
1,Bulgarian tracks,"Unlike modern productions, these recordings are not at all overproduced, maybe from the '50s. Very straightforward, rather village bands: brass, nice singing. Good clarinet and trumpet solos, wonderful baritones thundering along behind. Get this back in stock and I'll buy a bunch for my friends too."
1,djcw's review,The author's first book on customer service driven a approaches to running a successful gaming enterprise.
1,Great additoion to SS series,"These videos are a great addition to my SS series. Everything that we have read about, they have covered in the videos."
0,A Tale of Self-Heroism,"When I went to purchase the book at a Karachi bookshop there was an amusing debate going on between some of the shop staff and customers on whether the book was better suited for the fiction shelves as opposed to its assigned place in the non-fiction section.I suggest to all die-hard Musharraf fans, please ease off. Most of you live in the US, Canada or elsewhere. Try living in Pakistan under this self-heroic miltary dictator who 'can do no wrong' and you might quickly change your mind.To expose the blighter all you have to do is ask him one simple question : General, Where do you see yourself five years from now?The answer will of course be ""In uniform and in power in Pakistan, and god help anyone who dares oppose me""."
0,Ignores alternative methods of recovery,"This book focuses exclusively on achieving sobriety through Alcoholics Anonymous, and it (unfortunately) ignores any other way to quit drinking. Numerous studies -- as well as common sense -- show that alcoholics/addicts are a diverse group, and that many people benefit from approaches OTHER than those that are based on the 12 steps. AA is fine for people who have a religious or spiritual bent, but other groups (like Secular Organizations for Sobriety and SMART Recovery) are appropriate for alcoholics who want to become sober without relying on a Higher Power.This book would have been much better if it had been written from a more open-minded perspective."
1,Antique Oak Capri Changing Table,We recently bought the Antique Oak Capri Changing Table - We bought the crib first - loved it - but soon found nothing matches the crib - so we decided to just go ahead and buy the changing table - granted there are better ones out there - but i wanted the babys room furniture to at least match - my husband put the changing table together in about 2 hours - great instructions - just time consuming - the overall appearance of the table is not the same exact finish as the crib - slightly off - but does have lots of room for baby stuff - and later when we do not need it as a changing table it will not look like one - can easily use it for years and years to come - great transition piece.
0,absence of presence,"reads like the transcript of a rambling interrogatory,rather than a novel. an under-employed actor/lawyer,whose chief talent seems to be bluster, blunders through a murder trial. near total lack of descriptive qualities.unusual though below average contribution to legal fiction."
1,This is soooo good,"I decided to purchase ""Quiet"" after reading the excerpt. Excellent writing along with a very compelling story. I have to agree with the other reviews this is soooo good! ""Carol"""
1,Lost Season 5 Best Yet!,"I have been a loyal LOST fan since the beginning, and I must say I think Season 5 will go down as the best season as a whole of all the seasons put together. True, there are still more seasons too go, but I really can't see how the writers & producers could do much better. I hope I am wrong, but I think Lost has hit its peak with Season 5. If you stopped watching lost for any reason this season, pre-order the DVD set for the December 2009 holiday season, and get lost again. This season (Non-Specific Basic Overall Plot Spoiler Now!!!) is very well focused and fine tuned on just a few familiar classic characters with an general emphasis on time-travel so you won't have a problem getting back into the action. Then again, you might get intellectually lost with some profound thought experiences following the drama. What a great show! That is all I will say about season 5. Go get lost again, and pre-order Lost Season 5 for a great price on amazon.com. I will..."
1,Need more DVD audio!,"In addition to the excellent conducting and performance, this is a superb recording for 7.1 or 5.1. Crisp, clean high amplitude, and not a hint of recording hiss during silence or quiet movements."
1,Becoming Better,"This book is a compliation of authentic stories that elucidates the importance of enhancing or becoming better at what you do. The book is categorized into three parts. They are dilligence, doing it right and ingenuity. In each case, he lucidly supports his propositions with pragmatic examples that motivates the reader to apply those lessson's to his or a her own personal life. It amazes me how Dr. Gwande find time to write these books as a busy general surgeon. But when he does find time to write these books, he surely do an amazing job. If you are a person wanting to enhance your aptitude at work or any part of your life, this is the book to read."
1,A Magical Music Moment,"Only a few times in my life have I experienced it. One of those moments where a song goes straight past your ears and hits your soul. I know that may sound cheesy to some of you. And normally it would sound cheesy to me as well, I don't normally talk like that. However, when I heard 88 degrees in the Shade played on 88.5 in Tampa. It was truly one of those moments. So I waited for the DJ to announce the name of the band and I got the CD. At first I won't lie, I was a little let down. But that had to be solely based on the (Non Drug Induced) magical moment I had when I first heard this band. After repeated listens it is one of my top 10 cd's. And I have thousands. So go get it!Sincerely,JohnWilliamWing@yahoo.com"
1,Kudos to the clock,This clock is perfect for those of you who like a natural worn distressed look of a Restoration Hardware vibe only at a fraction of the cost. It now hangs in my painting studio with antique drawing tables and period correct easels along with a collection of tweed newsboy and flat caps that looks like a hat rack from a 1930s labor union convention. Love it.
0,One HUGE flaw that I can't believe was missed by QC,"It's a great watch. Elegant, sturdy, polished...Except the roman numerals are wrong. Specifically, the four, which is, on the watch face, ""IIII"". Of course it should be ""IV"". I can't believe such an enormous error got past quality control!I'll be looking for a new one elsewhere."
0,POOR QUALITY -- wouldn't last one week in school!,"I purchased this product for my 1st grader. He liked the design; I liked the Jansport brand (I have had several Jansport backpacks and always was very happy). Well, the backpack was so thin I could read this review online through the material. The backpack was so lightweight that my son's water bottle could put a hole through its side. The bottom had such little support that a wet paper grocery bag would provide superior results. In summary -- I returned the product the day after it arrived at my home. I actually contacted the seller and asked him/her if this was a knock-off, and he reassured me that it was a genuine product. Although I couldn't believe him completely, the vendor was very nice and professional about returning the backpack."
0,Below Average Film,"Terribly boring movie with bad, black and white, choppy footage. The story is a bit ridiculous, blood thirsty creatures on the moon. It seemed like another zombie movie, basically. They could easily just call this movie Quarantine 3 and get away with it.It might have been better if they didn't try to make this a ""found footage"" movie. Watching bad quality, black and white, choppy scenes wasn't pleasant and it takes down my rating quite a bit."
1,cats love them!,"I have two cats. One loves the small mice and the other LOVES these springs. They like toys that are light that they can toss in the air, roll on the floor, bat and carry in thier mouth. It is such a simple cheap toy but my cats never get bored with them!! 5 star toy for the indoor cat. :)"
0,Ehhh...not so much,"I don't want to write a review that takes 15 minutes to load, but I have to say that I was highly disappointed with this book. While it has more of the feeling of books 1-4 (since book 5 is a lot more angry and emotional than the others), it breaks pattern in a not-so-good way. I don't want to spoil anything, but the fact that the only true encounters with Voldemort are in the memories of others really screws stuff up. So, while there are some interesting hook-ups and break-ups, and a death that could have been heartwrenching (I cried about the death in book 5, not this one), overall this book is pretty much...bleh."
1,a really good gba game...,"i hadn't heard much about this one before i bought it, and it pleasantly surprised me. the only possibly negative i can give to it is that you get attacked a lot in the dungeon, but that's ok at first because you want to gain levels; later you can buy potions so that you won't get attacked for a couple of minutes or so which makes this problem go away altogether. the pluses are many: the graphics and sound are good, the game design is good, the crafting is fun, the hunting is fun, the story is good and sometimes funny...all around a really fun game. if you are looking for a good gba rpg game don't pass this one up. plus it's successor just came out so you jump right into it as well."
1,Solid Drinking Water,This product cleans all the junk out of your water. I noticed a difference right away. No more weird taste or smell.
1,"Sure it's good, and a good price by the pund too!","A pretty good overview and a lot of in-depth material on Multivariate data analysis. Not quite a bed time read though.I recommend this book as part of your analytical library.If you liked this book, another good book on multivariate data analysis you may want to check out as well is Sharma, S.; Applied Multivariate Techniques, New York: John Wiley & Sons, Inc., 1996.If you want something easier to read/more practical, and you prefer SPSS over SAS you may want to check out either `Discovering Statistics using SPSS for Windows' by Andy Field, or probably even better/simpler `SPSS Survival Manual' by Pallant.Tom AndersonAnderson Analytics, LLC(...)"
1,EXIT,"I've waited for an album like this for a long time and i'm glad to see that it came out of Canada. K-OS is the all around artist: He writes his own lyrics, plays the guitar, hes an MC and even sings. Exit is an album constructed with intellect and experience. At A first listen you can easily hear the time and effort put into making this release. ""Patience"" one of my favorite tracks from the record, really connected to me at the time i first heard it, as i felt like he was writing a soundtrack to what was going on in my life at that time. ""Call Me"", ""Superstar"", ""Masquerade"" and ""Follow Me"" with fellow Canadian artist Red One (from the rascalz) are a few more of my favorites. If your looking for something different and artistically done well, then buy this album and support a revolution of quality and artistry."
1,FUN!!,"I had this book when I was in high school and loved it, think of it as a dictionary of Will. You can think of a word of emotion then look it up and see what Shakespeare wrote about it... if you love poetry, love Shakespeare, and you are a bit of a word geek this book is totally for you. Really wish there was a Kindle version I'd definitely down load it."
1,Tupac is the bomb,I have more respect for my man now that i've ever had in my life after reading this book. I've learned that he had come up through alot more than i thought. Thuglife Baby!!!!!!
1,The universal themes are timeless!,"Achilleus gets his broad taken away by Agamemnon and gets angry. Goes and cries to his mother, Thetis, who is also the god of the seas, and tells Zeus to help the Trojans defeat the Acheans in revenge for her son. Hektor of Trojans kills Achilleus' closse friend (4got his name) and decides to get revenge and kills Hektor. All of this pretty much progresses into the fall of Troy."
0,Don't Buy This Book - Borrow from the Library,"This is my first Scott Spencer book. I heard him on NPR discussing Man in the Woods. So, I borrowed A Ship Made of Paper (and Man in the Woods) from the library. And, I'm so glad that I didn't spend money on it. Dribble is the best word I can find to describe the content. I did finish the book, but was so tired of Daniel's whining and deceitfulness. I was bored by Iris and Kate's characters. It took over 2/3 of the book to reach the accident that was described on the flap of the cover. I kept waiting for whatever was going to happen - thinking that perhaps that would make the book more interesting. Based on reviews and articles about his writing, I had higher hopes for Mr. Spencer's novels. I will read Man in the Woods - and then decide if I will read other Scott Spencer books. In the meantime, borrow this one from the library."
0,not user friendly,"this item is not user friendly. it does not come with instructions on how to use it. when you click on an icon for help you can not get out of it (example: i clicked on ""help"" and could not click out of it. i had to actually leave the program to make it ""go away"".) this program probably would be fine with instructions on it's use. i find it very frustrating to not be able to use the tools if you don't know their functions!"
0,You can't trust an idiot like Moore if his movies are given free airtime in Islamic Iran,"Michael Moore movies are useless and full of lies. No doubt about it. However, what makes me give this moron a zero star rating is that his movies are all shown for free on Iranian regime run TV channels many times a year. Gee, you wonder why anti-American regime of Iran loves Michael Moore so much. His movies are truly worthless and based on lies he fabricates out of his hatred for the country which has given him the freedom to do so. Zero Star!"
0,Confused....,"Well I want to start off by saying that this is a very funny collection of Martin and Lewis and a great addition to any collection. The only problem is,I already have every single episode. Either the other reviewers got a different set or maybe they sent me the wrong one. I read in the reviews that I would be getting the Colgate skit where Dean adopts Jerry but that is nowhere to be seen. In my package was 2 cd's. The first one had At war with the Army and two Colgate's one with Rosemary Clooney and one with Polly Bergen. The second cd has three Colgates;Burt Lancaster,Tony Curtis,and Marilyn Maxwell.The only way it differs from the dvd set I already have is that this one has the original commercials. I was very disappointed and I hope that the next person buying this product gets what they were hoping for."
1,Home health products,"I purchased a Urinal from my local medical suppliar for close to three times the price Amazon's cost. Amazon's is truly high quality, and, it's made in America! The one from the medical suppliar is real-junk, made in China! I returned it and showed them Amazon's. I think they might buy from Amazon now. yuk-yuk.....I promptly ordered another one. I never considered Amazon would sell Urinals. The more we search, the more we find!"
1,"A Great Comeback, But Not As Great As All For You","(...)The 2004 album, Damita JO, falls in between her 2 previous classics. It's like she is trying to be Britney Spears, almost. This is a great comeback for Janet, but it is less focused and ambitious than any of her other works from 1986 through 1997. Damita Jo has a lot of dance-floor jams. The title-track, ""Just A Little While"" is a Rock-pop tune that has an 80's feel in it. I like it alot."
0,Cretinous Drivel,"This is utter drivel. I would as soon place a metric tonne of wombat's diarrhoea on my turntable (or indeed stuffed up the usb connector of an MP3 player with a nano-tube sized syringe)as listen to this slavering pile of purulent ejecta from a boil on a monkey's gonad. The ""singer,"" Nicky Tesco (can that really be his real name?)sounds more dated than a soiled packet of Green Shield stamps being shoved up Jimmy Savile alimentary canal from the tradesman's entrance. The entire oeuvre sounds more like an arthritic weasel with its todger being turned on a serrated centre-lathe with white-hot tweezers.Mr Tesco has however perhaps given us a valuable historical insight into the sound that King Edward II must have made during the period of his unfortunate demise at Pontefract Castle. One can only hope that a similar fate will overtake the egregious Mr Tesco in the very near future."
1,Great Resource for PowerBuilder Developer,This book is a great resource. Something you want to have besides you while developing PowerBuilder applications. The chapters on distributed development with PB 6 walk you through every step of development. I loved the book.
1,A real Christmas record,This is the one CD that re-energizes me every Christmas season. I heard Arbolito on the local NPR station (WCBE)years ago and ordered the CD online with next day delivery.
0,Example Winestore Application does not work on Linux,"After going through a lot of trouble, the winestore application does not work. I am sorry that I bought this book."
0,Speakerphone generates feedback,"The speakerphone on this phone is poor. If you turn the volume up to 2/3 or more, the phone generates high-pitched feedback. If you turn it down lower, the speaker is very quiet."
1,Old School Heavy Metal,"Piece of Mind is hands down in my opinion the best Iron Maiden album.All of their stuff is excellent yet this one has the hard edged hungry Iron Maiden that I love, this one put them in the main stream and Bruce Dickensons prescence was heavy and he was there to stay, Steve Harris plays a Bass guitar like no other and is also a heck of a song writer which he wrote the percentage of on this album, his Bass lines are heavy and untouchable. These guys stand in the front of the line when it comes to the hard bangers of their time. My hair might be graying and my gait is getting slower but I can still rock with the best of them when I put these guys on and turn it way up. Awesome! The Pc interaction section of this CD has two great videos on it and there are a bunch of other things available as well, buy the CD and see how far it will take you!! You'll never be the same again."
1,Heats a 3 car garage!,"Purchased this for my husband for woodworking in the garage. Heated the area to a very comfortable level despite single digit temperatures outside. Very pleased! Longmont,CO"
1,Regency Mystery,"An excellent continuation of a fine series. The atmosphere of Regency England is believable. While the villain was revealed about the middle of the story, more details of the protagonists past are revealed and a progress is seen in his character. You are left anticipating the next book in the series."
1,Really Enjoyed Material -,"Especially erecting the Giant Wind Turbine, though I found host Sean Riley's constant hyping irritating after awhile."
0,What in God's Green Earth Were They Thinking,"This movie gets one star because it has Tom in it. Not worth the time it takes you to press play. Theres only one question here. ""How much are you willing to pay me to see this movie?""."
1,Nothing bad to say,"Nothing bad to say about the product. Once I get a wood vice, I'll get to use them. See my review for the vice issue."
1,Skip a beat,"Although not a natural choice for a first single, ""Slow"" is nevertheless a great song. Funky, synth-laden, and unabashedly sexual, it does seem to deviate from other chirpy/frothy dance songs by entering into darker, more mature territory. Kylie sounds like she's undergone her own personal sexual revolution and the results are a smashing success. ""Sweet Music"" is a great track as well, lifting the mood a little bit and injecting some disco-style funkadelic beats. The ""Medicine 8 Remix"" might be nice if you were on ecstasy at a rave, but otherwise it just suffers from repetitive blandness. Finally, the video is a nice piece of visual work. Kylie performs the entire song lying down on a beach blanket. The gorgeous, oiled-up bodies cavorting around her are just a welcome bonus. Go ahead and buy it!"
1,good movie good movie in 3D is just so good.,this movie is great. and wen you watch it in 3D it is just so much better. go watch chicken little in 3D. you never sen anything like it. zach braff does a really cool job.
0,Hate it!,"This chair is horrible! The toy bar is too high and out to far for my baby to reach. When lifted over my baby's head and stored behind the chair, the toy bar slowly slides out of the bracket arms and falls to the floor. THe front feeding tray falls off when my baby kicks at it. It is impossible to recline the seat or move it forward with baby sitting in the chair because it is so difficult. The ""one hand height adjustment"" is anything but that! The basket that goes underneath the chair constantly falls off because you cannot attach it as explained in the manual due to a design flaw. I have been feeding my baby in his bouncy seat because it is easier than this highchair. We are going to buy a different highchair. We are looking at the Fisher Price Aquarium Healthy Care Highchair."
1,Best Stroller--single or double,"I have a 4 yr old and 3 mo old. This is my favorite stroller so far, and I have had many: maclaren single, maclaren double, graco metrolite, jeep jogger, and kohlcraft contours. I use the Joovy Caboose whether I have 2 children or one with me. The extra space is good for carrying my groceries, etc. It is steerable with one hand; in fact, when I have both kids, I pull a cart behind me and push this stroller with one hand. I found no other double I could manage with one hand. I haven't regretted my choice!"
1,Stunning !!,These are the best one can get for an amazingly low price !!I got these for 9$ on free shipping. Has been 2 years and they still are GREAT !The best testimonial would be that my friend was thrown in the pool with my headphones on and believe me - the headphones survived !!Superb Bass.. I just got an Altec Lansing behind the neck headphones for 16$ but the max sound is so low... nowhere near the Bass and power of Philips HS500 !Hats off !!
0,boring!!!,"No actual thinking is involved, only rote memorization of boring facts. Too many cards in a cumbersome size."
1,Good bedtime book for us,"PK Hallinan has a series of {insert relative) and I books. They are all enjoyable to read, and help to settle down our little ones at night. The all have subtle variations between them as they tell a short story about the special things children sometimes do with grandfathers, grandmother, and of course parents.Highly regarded in our house, and very inexpensive."
0,Absolute Junk,"The discs that I got were unbalanced and made my CD/DVD drive sound like it was tearing itself apart. Didn't bother returning them....just tossed them in the dumpster, where they belong!"
0,Cookie sheets,"These cookie sheets warped slightly on first use. Also the metal is stained from the cookies, I am now using parchment paper to make cookies on them. The price was ok, but I think I'd rather pay a little more next time, and get some that are more durable."
1,A Great Album by Firehouse--More consistent than their debut,"I like this album a great deal, and find it to be an overall stronger and more mature collection than FIREHOUSE, their debut album. Although this one doesn't have as many of the big hits (Love of a Lifetime, Don't Treat me Bad, and All She Wrote), it does have the great Top 10 ballad ""When I look into your eyes"" (These guys have always had a great touch with the ballads). Anyways, besides that hit, you'll also find several other great songs, including the rocking opener ""Reach for the Sky"", and my favorite song on the album, the ""Sleeping with You"", a goofy, rocking ode to getting some action. If you're a Firehouse fan, this is a definite must-own. As for new fans, you might want to go with the debut first, as it has most of the big hits, but FIREHOUSE, HOLD YOUR FIRE, and their new album CATAGORY 5 are the definite purchases for any Firehouse fan."
0,Tic Tacs,"I was pleased with the fast shipment, however, they were supposed to be orange tic tacs and they were all white. I didn't know this until the bridal shower when people opened them b/c the package was a dark orange and made the tic tacs appear to be orange too. Too late to send back at that point."
1,Best Stuff Ever !!,"In case you need to save up to buy the set, you can listen to them on Pandora.that is where I first discovered themjust search for Carl Reiner Mel Brooks.As others have said, this humour is timeless and hilarious."
0,Defective pair,The strap broke within 6 weeks of receiving the item. Our now 19 month old has another pair of Crocs (lego blocks) that she has worn more and those are still fine. Her previous pair she was able to wear until she outgrew with no problems.I am very frustrated I cannot return/exchange these when it seems I must have received a defective pair.
